"exercicio";"uo_cod";"uo_desc";"fonte_cod";"fonte_desc";"rp_cod";"rp_desc";"gnd_cod";"gnd_desc";"ploa";"loa";"loa_mais_credito";"empenhado";"liquidado";"pago"
2026;"73901";"Fundo Constitucional do Distrito Federal - FCDF";"1001";"Recursos Livres da Seguridade Social";"1";"Primária obrigatória, considerada no cálculo do RP";"1";"Pessoal e Encargos Sociais";5538919232;5538919232;5192845817;3731572460;3425802764;3339610068
2026;"26298";"Fundo Nacional de Desenvolvimento da Educação";"1133";"Educação Básica, Vedado o Pagamento de Despesas com Pessoal";"3";"Primária discricionária, PAC, considerada no cálculo do RP";"4";"Investimentos";3217700022;3217500022;663284994;662020131;214526989;214234716
2026;"55901";"Fundo Nacional de Assistência Social";"1049";"Recursos Próprios da UO para Aplicação em Seguridade Social";"2";"Primária discricionária, considerada no cálculo do RP";"3";"Outras Despesas Correntes";1165;1165;1165;0;0;0
2026;"52932";"Fundo de Desenvolvimento do Ensino Profissional Marítimo";"1050";"Recursos Próprios Livres da UO";"2";"Primária discricionária, considerada no cálculo do RP";"4";"Investimentos";0;0;1969739;1280491;213837;192266
2026;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1112";"CT-Amazônia e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";"0";"Financeira";"5";"Inversões Financeiras";3154515;3154515;3154515;2520000;2520000;2520000
2026;"52931";"Fundo Naval";"1063";"Rede de Balizamento Marítimo, Fluvial e Lacustre";"1";"Primária obrigatória, considerada no cálculo do RP";"4";"Investimentos";7250000;7250000;10294095;7708057;2752887;2694294
2026;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1100";"CT-Saúde e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";"2";"Primária discricionária, considerada no cálculo do RP";"4";"Investimentos";166747462;166747462;46747462;346750;346750;346750
2026;"30911";"Fundo Nacional de Segurança Pública";"9052";"Recursos Livres da UO";"1";"Primária obrigatória, considerada no cálculo do RP";"3";"Outras Despesas Correntes";0;69503546;0;0;0;0
2026;"36901";"Fundo Nacional de Saúde";"1000";"Recursos Livres da União";"7";"Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP";"4";"Investimentos";0;0;3376850;1414008;0;0
2026;"26298";"Fundo Nacional de Desenvolvimento da Educação";"1000";"Recursos Livres da União";"7";"Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP";"4";"Investimentos";0;3500000;3700000;0;0;0
